,id,anchor,target,context,score
7993,d7d874d2e0c44512,coupling factor,turns factor,G01,0.5
7994,b9ea2b06a878df6f,coupling factor,turns impedance,G01,0.5
7995,038f39867ebd2b2e,coupling factor,turns inductance,G01,0.5
7996,76e39c76f049ec89,coupling factor,turns ratio,G01,0.75
7997,1686670e8d31fd9d,coupling factor,winding factor,G01,0.5
7998,d183afd03e7f0196,coupling factor,winding ratio,G01,0.5
7999,99fc8451e0a95701,coupling factor,antenna radiation,H02,0.25
8000,208f9ad0b95e6512,coupling factor,apparent coupling,H02,0.5
8001,df9df6038e3b2697,coupling factor,apparent transfer coefficient,H02,0.5
8002,d0559fa22bd829cb,coupling factor,apparent transfer coupling,H02,0.5
8003,b8c4fa28a81b77ef,coupling factor,coupling,H02,0.5
8004,c32ccbaadb88141a,coupling factor,coupling coefficient,H02,0.75
8005,c9ea0d69fe4225b6,coupling factor,coupling constant,H02,0.0
8006,27884e21e72cec9b,coupling factor,coupling level,H02,0.5
8007,5cc2b0cdf31550b0,coupling factor,coupling parameter,H02,0.75
8008,ad73faf1bb44c975,coupling factor,coupling pipe,H02,0.0
8009,ec1a00f2b5ba3a1d,coupling factor,coupling reaction,H02,0.0
8010,d380c38a05563a86,coupling factor,display,H02,0.0
8011,82db1591c687cfef,coupling factor,effective transfer coefficient,H02,0.5
8012,691d6b568375ea0b,coupling factor,effective transfer coupling,H02,0.5
8013,1ccb204f44ec4465,coupling factor,factor map,H02,0.0
8014,80a84e0df05054fc,coupling factor,mode impedance,H02,0.25
8015,e8fb62c92a6e2730,coupling factor,mutual coupling coefficient,H02,0.5
8016,f910e86f283c883f,coupling factor,net inductance,H02,0.25
8017,98b4b66684bcce9f,coupling factor,odd mode impedances,H02,0.5
8018,97b1b37b2db4ce4f,coupling factor,power coupling coefficient,H02,0.5
8019,888700d76255b902,coupling factor,production factor,H02,0.0
8020,aad947b38fe986b2,coupling factor,radiation resistance,H02,0.25
8021,478690db6200ae82,coupling factor,ratio,H02,0.5
8022,4e8456051458eb8c,coupling factor,shunt susceptance,H02,0.25
8023,c330752454a6ef85,coupling factor,transfer coefficient,H02,0.5
8024,36560466c29cebec,coupling factor,transfer factor,H02,0.5
8025,b52840e5285a42a7,coupling factor,bandwidth,H03,0.5
8026,d43096f9809982a3,coupling factor,circuit loaded,H03,0.25
8027,cdf761d7d5182ff6,coupling factor,coil,H03,0.25
8028,14e61502dba36791,coupling factor,coil quality,H03,0.25
8029,cdc6d68b3afa4b52,coupling factor,coupling coefficient,H03,0.75
8030,9672c02282d07383,coupling factor,coupling fraction,H03,0.5
8031,5adfecdb0fadc934,coupling factor,coupling level,H03,0.75
8032,b5055d3aae0930f7,coupling factor,coupling parameter,H03,0.75
8033,38d7da6cd3e5eccc,coupling factor,coupling reaction,H03,0.0
8034,ba35cc5648840d7e,coupling factor,efficiency,H03,0.5
8035,0d630fbc32665a27,coupling factor,electronic circuit,H03,0.25
8036,0041e87452ecffb9,coupling factor,gain,H03,0.5
8037,def9b0640c3eb186,coupling factor,height level,H03,0.0
8038,b3c4898d345ce12f,coupling factor,measure level,H03,0.0
8039,40b330cbd9cc4117,coupling factor,motor,H03,0.25
8040,5745498938bb1142,coupling factor,ppm,H03,0.25
8041,74661910ab47e9b5,coupling factor,quality factor,H03,0.75
8042,da8c32fa02731a1a,coupling factor,relative factor,H03,0.5
8043,c86408c5f7be7777,coupling factor,resonator quality,H03,0.25
8044,a2fef77be7945aea,coupling factor,risk factor,H03,0.0
8045,b99e0b94930536da,coupling factor,second coupling coefficient,H03,0.5
8046,11c1f20b0e48e916,coupling factor,shunt susceptance,H03,0.5
8047,13abdf2f9796791e,coupling factor,tap ratio,H03,0.25
8048,13f0da6aade6b8da,coupling factor,view factor,H03,0.0
8049,c4542e2e061e1f48,coupling factor,water level,H03,0.0
8050,2813743bab74d9b1,crank,addition reaction,D01,0.0
8051,128c47b39c3339b0,crank,apparatus,D01,0.25
8052,1163360079beeb8e,crank,bar,D01,0.5
8053,376766578574ce68,crank,circular,D01,0.0
8054,3e696d1f0e206e79,crank,connecting rod,D01,0.5
8055,49c3745195556a6c,crank,crank arm,D01,0.5
8056,471a0324ecdd8b7e,crank,crank disc,D01,0.5
8057,f8c03054e5041e3a,crank,crank drive,D01,0.5
8058,41bc1cff858cdb87,crank,crank flange,D01,0.5
8059,93fcf118822890c3,crank,crank pulley,D01,0.5
8060,9426fcd9b792287c,crank,crank shaft,D01,0.5
8061,29dc2f9ac493a946,crank,crank web,D01,0.5
8062,1f09673c57246891,crank,crankpin,D01,0.5
8063,7570dfd4f542328e,crank,crankshaft,D01,0.5
8064,a0819bdb29cb4b76,crank,element,D01,0.25
8065,bd835cf87715de0d,crank,elimination reaction,D01,0.0
8066,7046aff2946081e4,crank,engine,D01,0.25
8067,21574623016b99d7,crank,hook,D01,0.25
8068,a9cd7a864b7fb22f,crank,hooks,D01,0.25
8069,6855c76268ec5a6d,crank,kicker,D01,0.0
8070,efdf55acbe5bc97b,crank,mechanical device,D01,0.25
8071,35c276044c7c7663,crank,polymerization,D01,0.0
8072,b1a6644c9a32521b,crank,sewing,D01,0.25
8073,81f5bb714a1c32c9,crank,shaft,D01,0.25
8074,a04b5733f9a52a9c,crank,winding,D01,0.0
8075,03c1969589f3629a,crank,crank joint,D05,0.5
8076,7454c5774a79a82e,crank,crank lever,D05,0.5
8077,4850984921a139e2,crank,crank shaped,D05,0.5
8078,5cdf9a24255f2f2b,crank,crank type,D05,0.5
8079,57fb2de602397256,crank,lever,D05,0.25
8080,eb27fbd35d992c90,crank,type,D05,0.0
8081,022662645f699fb5,crank,ville crank,D05,0.5
8082,c3a775b16ddf362d,crank,ville joint,D05,0.25
8083,cad000ff88589efe,crank,ammunition,F42,0.25
8084,e7903afe113cde66,crank,arm ball,F42,0.0
8085,e096033fee485d08,crank,arm linux,F42,0.0
8086,fa1a0e09b48cc68b,crank,axle,F42,0.25
8087,e5eea2aef019aaea,crank,bell crank,F42,0.5
8088,8fc82753e8a938b7,crank,cam cycle,F42,0.0
8089,4055e6c4650b9ec8,crank,cam plants,F42,0.0
8090,797db2215f49170a,crank,cam shaft,F42,0.5
8091,b8a28df01d074fd6,crank,chain conveyer,F42,0.25
8092,98342366e1275b8f,crank,connecting rod,F42,0.5
8093,5e856e52a1116837,crank,coupling,F42,0.25
8094,d353bc7c955e4a93,crank,crank arm,F42,0.5
8095,9463dd59bd4d457d,crank,crank lever,F42,0.5
8096,5b91a5186be6d0bb,crank,crank shaft,F42,0.5
8097,92997a7710d44e35,crank,crankshaft,F42,0.75
8098,a90c5757a5b45fc9,crank,drive shaft,F42,0.5
8099,277c0f8c18c0c16d,crank,engine,F42,0.25
8100,401dfa039c643d85,crank,heavy cranks,F42,0.75
8101,9fdf2458f58de858,crank,human arm,F42,0.0
8102,d6e1064dcbeaa8b7,crank,lever,F42,0.25
8103,eadf9af3f11e9c51,crank,link,F42,0.25
8104,027d0977ac7420b2,crank,linkage,F42,0.25
8105,4f25e50c5aa5c745,crank,pedal,F42,0.25
8106,3824a360b6be0f7e,crank,pedal pulse,F42,0.0
8107,17681adb7ac6e847,crank,spring,F42,0.25
8108,c65ecaaf87a48321,crystal thin,crystal,H01,0.5
8109,052fb687afc666ce,crystal thin,crystal layer,H01,0.25
8110,729971df85572e1f,crystal thin,crystal layer thin,H01,0.75
8111,538eb83cf0f38ff0,crystal thin,crystal molecular,H01,0.5
8112,c960569ead5d2ec4,crystal thin,crystal molecular thin,H01,0.75
8113,93d931bb52e321b3,crystal thin,crystalline,H01,0.5
8114,2f68666062e61704,crystal thin,crystalline thin,H01,0.75
8115,fe225be28a4ec202,crystal thin,layer,H01,0.25
8116,4cdcba1d5e269498,crystal thin,layer thin,H01,0.25
8117,ce125b6eb60c87ee,crystal thin,molecular,H01,0.5
8118,0e55a9a190a1b31a,crystal thin,molecular thin,H01,0.25
8119,a0a855a0f7c00a0e,crystal thin,thin,H01,0.5
8120,33b187155a45e9cd,crystal thin,composite crystal,H03,0.25
8121,2c0f98c25535a58f,crystal thin,computer monitor,H03,0.5
8122,2bda365220067e26,crystal thin,crystal,H03,0.5
8123,dfd29386c7c1c4bc,crystal thin,crystal piezoelectric,H03,0.5
8124,83b797924f9ce61b,crystal thin,crystal salt,H03,0.0
8125,860970ce298a8254,crystal thin,crystal semiconductor,H03,0.5
8126,c53c3e12d4f082a7,crystal thin,crystal semiconductor thin,H03,0.75
8127,aaddf34346e49949,crystal thin,crystal thin films,H03,0.75
8128,2e4c25b1483f6bd4,crystal thin,crystalline,H03,0.5
8129,50ce77536c059316,crystal thin,crystalline piezoelectric,H03,0.5
8130,d7d9c687d29045a7,crystal thin,display,H03,0.5
8131,2498104a3360da26,crystal thin,display shrink,H03,0.0
8132,da0f514ba447131b,crystal thin,hard crystal,H03,0.25
8133,833be713a3692364,crystal thin,heartbeat monitor,H03,0.0
8134,9b1146cd78447410,crystal thin,layer,H03,0.25
8135,01790dc3d53438b7,crystal thin,lcd,H03,0.5
8136,a398aa88efea188c,crystal thin,monitor temperature,H03,0.0
8137,614793d7e3be7072,crystal thin,multiple crystal,H03,0.25
8138,a3df10df817cfabc,crystal thin,oled,H03,0.5
8139,8c00d87ace75e753,crystal thin,reflection type,H03,0.25
8140,c21e3d8bf250b910,crystal thin,semiconductor,H03,0.5
8141,22de72bc21a571f2,crystal thin,semiconductor thin,H03,0.5
8142,893f2ffc53b34dc1,crystal thin,thick crystal,H03,0.25
8143,31da9121128aa3f2,crystal thin,thin,H03,0.5
8144,1deac5a70cb1fe81,crystal thin,thin client,H03,0.0
8145,b5d795f1496e5171,crystal thin,thin film semiconductor crystal,H03,0.5
8146,9be82ba0a27adbe2,crystal thin,thin pipe,H03,0.0
8147,8ef6c47dfeddbc86,crystal thin,thin quartz crystals,H03,0.5
8148,bf3381893c73b3c4,crystal thin,thin single crystal silicon films,H03,0.5
8149,80252413575bc668,curing resin composition,cement compositions,C08,0.25
8150,fac6c56a839b5ca7,curing resin composition,coating composition,C08,0.25
8151,797aec51b1b96d72,curing resin composition,coating material,C08,0.25
8152,ea081ed1ea909d68,curing resin composition,curable coating composition,C08,0.5
8153,6caa3a98dfb3f277,curing resin composition,curable coating material,C08,0.5
8154,3da151bab50af946,curing resin composition,curable coating resin,C08,0.5
8155,059fdf2ca14cf3d2,curing resin composition,curable composition,C08,0.5
8156,fd3a08fb4b4e8efc,curing resin composition,curable curing composition,C08,0.5
8157,e0804d0288b19289,curing resin composition,curable curing layer,C08,0.5
8158,7dac71acb782aa05,curing resin composition,curable curing resin,C08,0.5
8159,ccbeed843997f404,curing resin composition,curable curing resin composition,C08,0.5
8160,3d82817b6ee4dfed,curing resin composition,curable layer,C08,0.5
8161,b5dd6c7cbbb9e15f,curing resin composition,curable material,C08,0.5
8162,a34149067f3e4b9d,curing resin composition,curable resin,C08,0.5
8163,aa44df919641b508,curing resin composition,curable resin composition,C08,1.0
8164,3e503b9bc34cf265,curing resin composition,curable resin layer,C08,0.75
8165,8dc6aa42d0b01388,curing resin composition,curable resin material,C08,0.5
8166,6ddc2256622d8273,curing resin composition,cure a patient,C08,0.0
8167,421d0345ddf78fb0,curing resin composition,curing acrylic compounds,C08,0.5
8168,79b4292d9b2922a6,curing resin composition,curing adhesives,C08,0.25
8169,86cefee42e219071,curing resin composition,curing agent,C08,0.25
8170,2e68f7ae07b8a4df,curing resin composition,curing agent composition,C08,0.5
8171,98d23433bb34a2f9,curing resin composition,curing coating composition,C08,0.5
8172,f7baf159ad5bcb91,curing resin composition,curing composition,C08,0.5
8173,43b27ec8462ea156,curing resin composition,curing disease,C08,0.0
8174,576ebba49063368a,curing resin composition,curing layer,C08,0.5
8175,f721003d217e5016,curing resin composition,curing material,C08,0.5
8176,b862e74451bfdcf4,curing resin composition,curing oligomers formulation,C08,0.75
8177,7f95d89b76ee1833,curing resin composition,curing particulates,C08,0.0
8178,a87207b798d2a82f,curing resin composition,curing polymer composition,C08,0.75
8179,fd720a47cbd96216,curing resin composition,curing resin,C08,0.5
8180,d3322d69c04bdb08,curing resin composition,epoxy resin curing agent,C08,0.5
8181,2f6d2a19485db7fd,curing resin composition,hardening of a polymer,C08,0.25
8182,407da424fca9c68d,curing resin composition,hot curing resin composition,C08,0.5
8183,b80bd9158d3d1560,curing resin composition,inorganic formulation,C08,0.0
8184,89c66cc5829196b0,curing resin composition,medical care,C08,0.0
8185,cbb1e6034f9c043c,curing resin composition,photocurable resin composition,C08,0.5
8186,42a9e3602c3c52de,curing resin composition,polymerization,C08,0.25
8187,d0e0a21c4d8ff25f,curing resin composition,prevention,C08,0.0
8188,d3c585c460b8e25e,curing resin composition,resin,C08,0.5
8189,0abc8ab90431ff0e,curing resin composition,resin composition,C08,0.5
8190,6d5ab3df884db19f,curing resin composition,resin material,C08,0.5
8191,42415806ee491005,curing resin composition,thermosetting resins,C08,0.25
8192,0d8688a5c5128a4b,curing resin composition,uv curing resin composition,C08,0.5
8193,c35a73f6c09f5583,cut from stack,agricultural waste,A01,0.25
8194,07bf3c29cb1bbb9a,cut from stack,call stack,A01,0.0
8195,4a5c63dd501d8210,cut from stack,cut and stack,A01,0.75
8196,b3f09f39bc175b23,cut from stack,cut and stack labeling equipment,A01,0.5
8197,a0e83fd480eac9f1,cut from stack,cut off from people,A01,0.0
8198,8daca91bc7bdddbb,cut from stack,cut off marks,A01,0.0
8199,8b99db7e777c7bfb,cut from stack,cut off scores,A01,0.0
8200,193e92f9b1ee92aa,cut from stack,cut shoes,A01,0.0
8201,285a310b2be58ff1,cut from stack,cut stack,A01,0.5
8202,cb4d12f4bb9744b0,cut from stack,die cuts,A01,0.5
8203,ea4ab7ef47a117b2,cut from stack,dry grass,A01,0.25
8204,d0f65cea1b5216ef,cut from stack,extract from stack,A01,0.5
8205,276ef5ddcecae1a7,cut from stack,first chip stack,A01,0.0
8206,750645a57bd05c0f,cut from stack,grass waste,A01,0.25
8207,a3a062b32b9307a0,cut from stack,printing labels,A01,0.25
8208,28bef25997e9d96f,cut from stack,product stacking,A01,0.25
8209,f685d298ae2abe1a,cut from stack,pull from stack,A01,0.5
8210,4c796507d68a955d,cut from stack,remove from stack,A01,0.5
8211,b667eb439c1eddc1,cut from stack,rolled sheet,A01,0.25
8212,ca8a4c87c530f69b,cut from stack,separate from stack,A01,0.5
8213,aa69cff1914637ea,cut from stack,stacked labels,A01,0.5
8214,b4f857a41615b347,cyanoacrylate polymer,adhesives,B41,0.5
8215,697c3e76d7de8f13,cyanoacrylate polymer,binder,B41,0.25
8216,e255c49298223e8d,cyanoacrylate polymer,binder dye,B41,0.25
8217,452087a0f04057db,cyanoacrylate polymer,component,B41,0.25
8218,3d8e323d40465b03,cyanoacrylate polymer,compound,B41,0.25
8219,730b22f437f48c15,cyanoacrylate polymer,concrete polymer,B41,0.0
8220,2e8ed2dced725be1,cyanoacrylate polymer,cyanoacrylate adhesives,B41,0.75
8221,ef6889aaeb3b382b,cyanoacrylate polymer,cyanoacrylate chemical compound,B41,0.5
8222,5e2d1884552db82d,cyanoacrylate polymer,cyanoacrylate polymer,B41,1.0
8223,bfb7dc297650a42a,cyanoacrylate polymer,cyanoacrylate prepolymer,B41,0.75
8224,36e740baef0babcb,cyanoacrylate polymer,cyanoacrylates,B41,0.75
8225,0078a18c8721c714,cyanoacrylate polymer,digitally imaged lenticular products,B41,0.25
8226,480c6fe417376a46,cyanoacrylate polymer,dye,B41,0.25
8227,1d93730e9bd6cf28,cyanoacrylate polymer,eye adhesive composition,B41,0.0
8228,feb725db056e2ede,cyanoacrylate polymer,family of strong fast acting adhesives,B41,0.5
8229,4498482b181008c9,cyanoacrylate polymer,fibrous web,B41,0.25
8230,1ae0d02f18e1263c,cyanoacrylate polymer,fishing polymer knot,B41,0.0
8231,6ed24f61a7cab746,cyanoacrylate polymer,gelatin,B41,0.0
8232,c1950d0227593054,cyanoacrylate polymer,heat setting label sheet,B41,0.25
8233,bcbef11fae2f56ad,cyanoacrylate polymer,inkjet printable surface,B41,0.25
8234,3b8708e666a3f6ad,cyanoacrylate polymer,paper web,B41,0.25
8235,ea78b2f8ff464fae,cyanoacrylate polymer,polymer,B41,0.5
8236,fe6ad83e2a284b9e,cyanoacrylate polymer,polymer musical instrument,B41,0.0
8237,78f6877d349518b3,cyanoacrylate polymer,polymer stem activity,B41,0.0
8238,e012b662deeecf0e,cyanoacrylate polymer,polymerization of cyanoacrylate,B41,0.75
8239,44bed9ea8b22ee4f,cyanoacrylate polymer,silver binder,B41,0.25
8240,d550fcd4ffa0d2fc,cyanoacrylate polymer,silver dye,B41,0.25
8241,a43a5c312d319091,cyanoacrylate polymer,stamping,B41,0.25
8242,8f1fe7d9b0b4bf08,cyanoacrylate polymer,tile wall adhesive,B41,0.0
8243,117deffe23984f86,cyclic alcohols,alcohol,C07,0.25
8244,8349b1e15f96e55b,cyclic alcohols,alcoholism,C07,0.0
8245,c37055c7eecc25b9,cyclic alcohols,alcohols,C07,0.25
8246,3d597549fb050cac,cyclic alcohols,alcohols glycol,C07,0.25
8247,bcbbfe50fd4a2229,cyclic alcohols,aliphatic,C07,0.25
8248,3461a562bcf2669c,cyclic alcohols,aliphatic chain,C07,0.25
8249,5f858fa64d400d44,cyclic alcohols,aliphatic glycol,C07,0.25
8250,4d88195ecb5ed6be,cyclic alcohols,bicyclic,C07,0.0
8251,ddb41e911ea48ed1,cyclic alcohols,carveol,C07,0.5
8252,6045122ad3b60397,cyclic alcohols,chain,C07,0.25
8253,960432053cafb45c,cyclic alcohols,common salt,C07,0.0
8254,0f295cc248b3ea96,cyclic alcohols,cyclic,C07,0.25
8255,9fdd6f90e3762b14,cyclic alcohols,cycloheptanol,C07,0.5
8256,32678a207ccbb7a4,cyclic alcohols,cyclohexanol,C07,0.5
8257,83eff3cf6212a74c,cyclic alcohols,cyclopentanol,C07,0.5
8258,89d4051184bd121d,cyclic alcohols,cyclopropanol,C07,0.5
8259,d6680495f786a6f0,cyclic alcohols,esters,C07,0.25
8260,1499e7f73a172815,cyclic alcohols,esters chain,C07,0.25
8261,2f96b0cc7a3146ee,cyclic alcohols,ethanol,C07,0.25
8262,5c9be7de6f84a6d7,cyclic alcohols,glycol,C07,0.25
8263,844341440f72031d,cyclic alcohols,glycylglycitol,C07,0.25
8264,7380e00a4cb6ffa3,cyclic alcohols,hydroxyl compounds,C07,0.25
8265,b65684579187b6eb,cyclic alcohols,menthol,C07,0.5
8266,31119e2ac2c427e4,cyclic alcohols,methanol,C07,0.25
8267,b14976d92e20050e,cyclic alcohols,nacl salt,C07,0.0
8268,6ccd5a645e594fda,cyclic alcohols,propanol,C07,0.25
8269,2d841ef6d47ab5f1,cyclic alcohols,pulegol,C07,0.5
8270,7f7ef0e2291f95a7,cyclic alcohols,sodium chloride,C07,0.0
8271,4ecc83d19e66df44,cyclic alcohols,sulphate,C07,0.0
8272,e6bd9376b7b5191c,cyclic alcohols,alcohols,C10,0.5
8273,07a49e0390e8ea14,cyclic alcohols,aldehydes,C10,0.25
8274,1ffb6ce8d0b1f76e,cyclic alcohols,aldehydes alcohols,C10,0.5
8275,5e4a914478ebb6ed,cyclic alcohols,aliphatic,C10,0.25
8276,c1b7cf683456b724,cyclic alcohols,aliphatic aldehydes,C10,0.25
8277,5627d82d9d9727ed,cyclic alcohols,aromatic,C10,0.25
8278,8ba24b10f4e1894f,cyclic alcohols,aromatic alcohol,C10,0.5
8279,830e94bf82c3e09f,cyclic alcohols,aromatic alcohols,C10,0.5
8280,1c6aedc299811064,cyclic alcohols,aromatic hydrocarbons,C10,0.25
8281,9a05514e9854b48a,cyclic alcohols,bicycle,C10,0.0
8282,db59d27f683c9e35,cyclic alcohols,common salt,C10,0.0
8283,00cb313304adbd98,cyclic alcohols,cyclic alcohol,C10,1.0
8284,386f9d97aff4b7cb,cyclic alcohols,cyclic chain,C10,0.0
8285,78418d39a6f9f43e,cyclic alcohols,cyclic motion,C10,0.0
8286,414c15a9413b2457,cyclic alcohols,cyclobutanols,C10,0.5
8287,1141607c856d72a4,cyclic alcohols,cycloheptanol,C10,0.5
8288,722d1baa970b37e3,cyclic alcohols,cycloheptanols,C10,0.5
8289,f44b974b0d3d2861,cyclic alcohols,cyclohexanol,C10,0.5
8290,4cde481368c82f1d,cyclic alcohols,cyclohexanols,C10,0.5
8291,83077b9157bde9bd,cyclic alcohols,cyclopentanol,C10,0.5
8292,95a0f069c7761ed6,cyclic alcohols,cyclopropanol,C10,0.5
8293,fe0aed03f40017d7,cyclic alcohols,cyclopropanols,C10,0.5
8294,756bbbeea41489e4,cyclic alcohols,glycylglycitol,C10,0.25
8295,5e817d61af400df9,cyclic alcohols,hydroxyl compounds,C10,0.25
8296,0edf265a33378d8c,cyclic alcohols,hydroxyl functional group,C10,0.25
8297,bd8c7031dc2fea42,cyclic alcohols,inositol,C10,0.25
8298,019ab77fb20c7009,cyclic alcohols,lignin,C10,0.25
8299,fc91b32f4e7afb78,cyclic alcohols,lignin acids,C10,0.25
8300,c97e47aecfeb4db0,cyclic alcohols,nacl salt,C10,0.0
8301,3508ba7f253ae449,cyclic alcohols,phenolic alcohol,C10,0.5
8302,44ad65f5b142e856,cyclic alcohols,phenolic alcohols,C10,0.5
8303,ca062fb501ad77f6,cyclic alcohols,phenols,C10,0.5
8304,bcd520f44a75a396,cyclic alcohols,phenols acids,C10,0.25
8305,5a753120bd59e955,cyclic alcohols,phenols alcohols,C10,0.5
8306,b62e97453dca68ce,cyclic alcohols,saturated,C10,0.25
8307,23da21d3e1ae198a,cyclic alcohols,saturated aldehydes,C10,0.25
8308,a779e4125d167932,cyclic alcohols,saturates alcohols,C10,0.5
8309,c9387468eb7c108f,cyclic alcohols,saturates aldehydes,C10,0.25
8310,6aebfd63ff8e5500,cyclic alcohols,sodium chloride,C10,0.0
8311,a8ef171f2cd6afd6,cyclic alcohols,toluene,C10,0.25
8312,b4da2f24926e2542,cyclic alcohols,used as a drug,C10,0.25
8313,9003fc8a0a5d80a3,dac system,10 bit dac,H03,0.25
8314,e3e82fb813ef3c51,dac system,ad circuit,H03,0.25
8315,34ab8c4696be7f98,dac system,ad conversion system,H03,0.25
8316,f2443c73cbc7bb99,dac system,ad system,H03,0.25
8317,2185abbaa31860e5,dac system,adc,H03,0.25
8318,6e684d115377db04,dac system,adc system,H03,0.25
8319,e3b65af0a2372656,dac system,android system,H03,0.0
8320,caf21b70e9adf977,dac system,bit da converter,H03,0.75
8321,441d5475e0dfce8e,dac system,conventional filter,H03,0.25
8322,f654e72d1e26e40f,dac system,conventional filter system,H03,0.25
8323,3d3599aff120e3e2,dac system,conventional filtering system,H03,0.25
8324,99c646507c929737,dac system,converter system,H03,0.5
8325,fdf1fe81fd7d8dc8,dac system,da circuit,H03,0.75
8326,2d2c2039dabf294c,dac system,da ic,H03,0.75
8327,1f2196ef27ca7211,dac system,da ic system,H03,0.5
8328,44bd000d2115361f,dac system,da system,H03,0.75
8329,6a0a636d9d2f3c96,dac system,dac line diver,H03,0.75
8330,70ef64537eb305d3,dac system,digital to analog converter,H03,0.75
8331,27b1e1660563f728,dac system,filter,H03,0.25
8332,194f2ca812b59cc7,dac system,filter system,H03,0.25
8333,56cc4db91edc41bc,dac system,filtering,H03,0.25
8334,52e6061fc1a00b41,dac system,filtering system,H03,0.25
8335,14531a1a1a503df4,dac system,ic system,H03,0.5
8336,3205c4a616eabe70,dac system,multi bit dac,H03,0.5
8337,ce3c20856d59834f,dac system,one bit converter,H03,0.25
8338,232b82abbfa163a3,dac system,oversampling bit,H03,0.25
8339,173c5a2cc685c283,dac system,pipelined ad,H03,0.25
8340,34f31e02819b1fd2,dac system,pipelined ad converter,H03,0.5
8341,f5eee33c918d8698,dac system,power conversion,H03,0.0
8342,3dfb474410d02d61,dac system,prior filter,H03,0.25
8343,20d55e709efdd123,dac system,prior filter system,H03,0.25
8344,24b8cf7749d151e3,dac system,prior filtering system,H03,0.25
8345,f2607f36944f1338,dac system,sigma delta ad converter,H03,0.5
8346,d34165be2d576062,dac system,sigma delta digital to analog converter,H03,0.5
8347,9056026c68b20f7e,dac system,solar system,H03,0.0
8348,3b2a82171b86c9e5,dac system,system design,H03,0.0
8349,1e06f6988639ed1e,dac system,system issue,H03,0.0
8350,2e276b0a9bcca914,dac system,system software,H03,0.0
8351,5d1866783f2c2e08,dac system,time interleaved,H03,0.25
8352,5ac80eb245f83a3c,data output circuit,amplifier,H03,0.5
8353,073ae4981a070fa3,data output circuit,amplifier circuit,H03,0.25
8354,15ee2c835f8e0d9e,data output circuit,buffer,H03,0.25
8355,c04a821fad8989a8,data output circuit,circuit,H03,0.25
8356,9d0b9df78d35d80a,data output circuit,data analysis,H03,0.0
8357,ecf8d1a70ad4762d,data output circuit,data analytics,H03,0.0
8358,b97780db71c63c7c,data output circuit,data buffer,H03,0.25
8359,fc37bec15bb4b764,data output circuit,data buffers,H03,0.25
8360,804ee9f0c403304a,data output circuit,data circuit,H03,0.5
8361,c95f0013bdff9221,data output circuit,data device,H03,0.5
8362,cd6df88e089127e8,data output circuit,data device circuit,H03,0.5
8363,601be4933aed38e5,data output circuit,data dq buffer,H03,0.25
8364,199717dd50663485,data output circuit,data dq circuit,H03,0.25
8365,c94173329007bc2a,data output circuit,data driver,H03,0.25
8366,a2067206cbacd4a4,data output circuit,data input circuit,H03,0.25
8367,93da9187c14217a0,data output circuit,data latch circuit,H03,0.5
8368,42ccd99b88fbedaa,data output circuit,data locker,H03,0.0
8369,633e4f0df73d5ccb,data output circuit,data output buffer,H03,0.75
8370,59ae03e7817d9a4c,data output circuit,data packet,H03,0.25
8371,55aa85eae9eb43ca,data output circuit,data processing circuit,H03,0.5
8372,aefde8857ce3ecf4,data output circuit,data processing memory,H03,0.5
8373,3ee047f53066e4f2,data output circuit,data provider circuit,H03,0.5
8374,057b636e14282abd,data output circuit,data science,H03,0.0
8375,01f07ec7056b13e1,data output circuit,data storage circuit,H03,0.5
8376,1f781d36daf83442,data output circuit,data storage memory,H03,0.5
8377,2615875e00a62596,data output circuit,dq buffer,H03,0.25
8378,96d58d579ad92775,data output circuit,dq buffers,H03,0.25
8379,447ff2e6a3d86caa,data output circuit,dq circuit,H03,0.25
8380,3c7a278dd79857c4,data output circuit,dq driver,H03,0.5
8381,26747b4c6375aaed,data output circuit,driver,H03,0.25
8382,cdb2b033dee77101,data output circuit,electronics,H03,0.25
8383,1e00bb3a06027d60,data output circuit,memory,H03,0.25
8384,45264fa98db12d09,data output circuit,memory circuit,H03,0.25
8385,9cd07da0781d0fcf,data output circuit,memory device,H03,0.25
8386,8b3f866bda7002fe,data output circuit,memory device circuit,H03,0.25
8387,3aac8bf93114aa20,data output circuit,memory processing circuit,H03,0.25
8388,437319a0935f0f27,data output circuit,memory storage circuit,H03,0.25
8389,563649802f3976cc,data output circuit,monitor output,H03,0.0
8390,f8783da55edf4508,data output circuit,output control circuit,H03,0.5
8391,1e33f14f3a051348,data output circuit,pcb heat data,H03,0.5
8392,9f283c2dd14e8639,data output circuit,processor,H03,0.25
8393,a0f66b1779705700,data output circuit,processor circuit,H03,0.25
8394,b514c9aa425f30a0,data output circuit,retry circuit,H03,0.25
8395,65f8d35876021ba8,data output circuit,thermal analysis data,H03,0.5
8396,f67827ac98c944b9,data output circuit,thermal sheet,H03,0.0
8397,4c74ed44153b4058,data output circuit,transfer circuit,H03,0.25
8398,50854479b9c8fa6b,data output circuit,write circuit,H03,0.25
8399,c7006d21d0805a42,data tree,body header,G06,0.0
8400,db39feef333f5fc5,data tree,communication network,G06,0.25
8401,c11ee80af95d5388,data tree,controller,G06,0.25
8402,532b231b4981ac69,data tree,controlling idea,G06,0.0
8403,f8ee35fbf15eac5e,data tree,date nodes,G06,0.5
